DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,CO,NO2,PM25,PM10,SO2
21-12-2017,9,252.94,67.65,0.83,14.86,1,677900,586900,351663,0.74,2.23,90.98,300.17,528.71,40.83
22-12-2017,42,248.36,56.56,1.36,15.13,1,677900,586900,351663,0.74,NaN,71.38,171.79,313.04,44.08
23-12-2017,54,247.59,52.88,1.29,13.84,1,677900,586900,351663,0.74,2.98,66.87,161,266.12,43.3
24-12-2017,19,233.64,65.03,0.61,10.89,1,677900,586900,351663,0.74,2.17,77.78,254.38,420,37.24
25-12-2017,33,257.77,69.38,0.81,10.79,1,677900,586900,351663,0.74,3.09,74.48,279.62,439.92,26.36
26-12-2017,10,242.33,66.89,0.7,10.49,1,677900,586900,351663,0.74,2.56,75.53,226.29,381.88,43.28
27-12-2017,8,255.67,65.4,0.66,11.76,1,677900,586900,351663,0.74,2.35,78.62,227.08,402.25,43.35
28-12-2017,53,249.12,64.29,0.74,11.78,1,677900,586900,351663,0.74,3.17,90.62,291,481.75,37.97
29-12-2017,29,248.43,66.11,0.64,11.26,1,677900,586900,351663,0.74,2.13,94.69,248.54,445.88,56.78
30-12-2017,9,252.47,71.42,0.59,10.61,1,677900,586900,351663,0.74,2.86,85.8,286.46,480.62,29.12
31-12-2017,6,239.69,71.52,0.57,10.07,1,677900,586900,351663,0.74,2.88,65.92,242.58,425.53,10.58
01-09-2018,0,163.16,92.78,0.74,NaN,1,750962,657470,382052,0.743,1.26,14.16,58.23,120.08,16.24
02-09-2018,0,139.22,97.39,0.85,NaN,1,750962,657470,382052,0.743,1.02,12.46,48.3,84.86,15.56
03-09-2018,0,103.34,97.62,0.58,NaN,1,750962,657470,382052,0.743,1.25,17.49,57.48,86.02,17.09
04-09-2018,1,174.58,95.18,0.58,NaN,1,750962,657470,382052,0.743,1.12,14.06,61.94,90.35,16.45
05-09-2018,0,222.38,87.47,0.8,NaN,1,750962,657470,382052,0.743,1,11.38,46.89,104.26,17.27
06-09-2018,0,252.93,81.18,0.99,NaN,1,750962,657470,382052,0.743,0.83,11.9,46.36,130.34,15.74
07-09-2018,2,131.71,86.21,0.69,NaN,1,750962,657470,382052,0.743,1.25,18.42,52.15,89.4,17.08
08-09-2018,2,62.17,84.28,1.25,NaN,1,750962,657470,382052,0.743,0.86,11.33,51.47,84.1,15.76
09-09-2018,3,138.65,81.13,1.42,NaN,1,750962,657470,382052,0.743,0.61,6.81,34.35,46.43,16.83
10-09-2018,1,170.02,82.43,0.79,NaN,1,750962,657470,382052,0.743,0.69,7.76,37.09,67.76,16.9
11-09-2018,1,258.14,77.6,1.22,NaN,1,750962,657470,382052,0.743,0.72,9.54,34.87,87.76,18.17
12-09-2018,4,259.66,72.54,1.89,NaN,1,750962,657470,382052,0.743,0.65,10.01,32.04,135.48,15.91
13-09-2018,3,258.29,64.95,1.81,NaN,1,750962,657470,382052,0.743,0.65,8.43,36.44,154.7,16.93
14-09-2018,3,257.15,64.96,1.08,NaN,1,750962,657470,382052,0.743,0.99,10.34,41.86,136.55,19.01
15-09-2018,11,246.24,61.37,0.98,NaN,1,750962,657470,382052,0.743,1.05,14.71,46.18,132.04,16.9
16-09-2018,6,239.65,64.42,0.92,NaN,1,750962,657470,382052,0.743,0.52,19.59,49.48,140.58,17.16
17-09-2018,4,269.27,67.01,0.66,NaN,1,750962,657470,382052,0.743,0.75,8.65,60.17,184.57,16.07
18-09-2018,4,244.94,61.36,0.83,NaN,1,750962,657470,382052,0.743,0.81,12.51,60.86,208.53,17.1
19-09-2018,7,230.59,60.58,0.69,NaN,1,750962,657470,382052,0.743,0.98,18.82,64.9,213.72,17.65
20-09-2018,23,100.15,61.26,0.79,NaN,1,750962,657470,382052,0.743,1.37,47.5,88.31,222.8,16.98
21-09-2018,41,121.73,66.64,1.5,NaN,1,750962,657470,382052,0.743,0.74,27.65,43.27,99.54,17.84
22-09-2018,0,82.35,91.86,1.67,NaN,1,750962,657470,382052,0.743,0.77,28.93,27.89,54.08,16.13
23-09-2018,0,118.52,91.73,1.91,NaN,1,750962,657470,382052,0.743,0.72,21.95,33.49,59.3,16.36
24-09-2018,1,177.52,97.6,1.39,NaN,1,750962,657470,382052,0.743,0.66,78.87,22.74,36.11,16.43
25-09-2018,2,265.53,95.91,0.78,NaN,1,750962,657470,382052,0.743,0.89,40.56,31.03,58.35,16.62
26-09-2018,1,249.67,84.1,0.74,NaN,1,750962,657470,382052,0.743,0.69,53.47,48.59,116.03,18.21
27-09-2018,3,176.39,80.68,0.55,NaN,1,750962,657470,382052,0.743,2.54,59.15,85.76,188.68,17.81
28-09-2018,1,189.24,70.66,0.58,NaN,1,750962,657470,382052,0.743,2.92,61.94,96.5,202.82,18.67
29-09-2018,6,232.75,68.77,0.66,NaN,1,750962,657470,382052,0.743,1.83,77.07,83.68,217.62,14.08
30-09-2018,14,253.1,69.51,0.63,NaN,1,750962,657470,382052,0.743,1.5,63.62,71.76,164.15,16.98
01-10-2018,23,206.78,67.19,0.52,NaN,1,750962,657470,382052,0.743,1.9,76.59,87.98,215.34,18.01
02-10-2018,29,198.63,66.12,0.62,NaN,1,750962,657470,382052,0.743,1.19,68.49,83.74,193.33,13.62
03-10-2018,7,172.63,55.92,0.5,NaN,1,750962,657470,382052,0.743,1.85,87.96,66.64,164.58,18.31
04-10-2018,51,132.23,63.6,0.71,NaN,1,750962,657470,382052,0.743,1.76,92.25,100.06,233.52,16.47
05-10-2018,80,112.31,62.08,0.71,NaN,1,750962,657470,382052,0.743,2.1,115.4,130.81,284.85,17.03
06-10-2018,146,215.35,57.99,0.59,NaN,1,750962,657470,382052,0.743,1.81,81.43,100.29,247.35,17.61
07-10-2018,260,163.2,54.92,0.57,NaN,1,750962,657470,382052,0.743,1.96,87.73,100.46,259.4,19.72
08-10-2018,68,121.28,52.98,0.62,NaN,1,750962,657470,382052,0.743,2.35,107.01,145.1,338.55,19.6
09-10-2018,91,134.48,52.82,0.98,NaN,1,750962,657470,382052,0.743,2.44,80.83,129.85,290.69,22.32
10-10-2018,52,132.1,63.95,1.24,NaN,1,750962,657470,382052,0.743,1.37,79.94,93.71,217.91,18.92
11-10-2018,103,117.57,62.75,1.38,NaN,1,750962,657470,382052,0.743,1.16,59.52,71.28,203.01,18.91
12-10-2018,194,77.71,53.18,0.83,NaN,1,750962,657470,382052,0.743,1.72,81.1,91.42,220.24,23.74
13-10-2018,198,222.11,54.79,0.57,NaN,1,750962,657470,382052,0.743,1.58,68.51,124.47,366.88,20.12
14-10-2018,203,228.15,53.56,0.78,NaN,1,750962,657470,382052,0.743,1.5,62.87,104.35,NaN,20.32
15-10-2018,197,157.29,52.94,0.69,NaN,1,750962,657470,382052,0.743,2.31,77.92,136.89,401.98,22.43
16-10-2018,269,152.58,56.19,0.57,NaN,1,750962,657470,382052,0.743,2.7,76.56,138.91,323.09,17.8
17-10-2018,527,160.85,48.81,0.62,NaN,1,750962,657470,382052,0.743,2.21,61.34,144.76,337.23,17.63
18-10-2018,508,142.24,54.59,0.79,NaN,1,750962,657470,382052,0.743,2.7,62.19,134.48,306.28,18.59
19-10-2018,433,152.22,53.45,0.56,NaN,1,750962,657470,382052,0.743,1.58,104.91,143.71,305.77,16.5
20-10-2018,651,146.71,44.38,0.54,NaN,1,750962,657470,382052,0.743,1.64,126.4,173.93,328.85,20.93
21-10-2018,832,166.49,43.1,0.61,NaN,1,750962,657470,382052,0.743,NaN,104.56,156.96,320.9,21.61
22-10-2018,762,234.57,47.14,0.69,NaN,1,750962,657470,382052,0.743,3.02,105.06,124.82,287.08,20.79
23-10-2018,1032,193.03,46.68,0.6,NaN,1,750962,657470,382052,0.743,2.37,110.37,141.24,361.51,17.77
24-10-2018,965,105.21,50.44,0.66,NaN,1,750962,657470,382052,0.743,3.11,125.51,188.36,388.54,15.47
25-10-2018,1076,87.11,54.11,0.7,NaN,1,750962,657470,382052,0.743,3.36,120.59,177.28,389.45,15.1
26-10-2018,1425,111.42,59.14,0.5,NaN,1,750962,657470,382052,0.743,3.43,65.6,188.67,392.07,11.66
27-10-2018,2063,153.07,62.01,0.52,NaN,1,750962,657470,382052,0.743,3.13,53.32,224.41,411.7,9.57
28-10-2018,3174,195.44,62.54,0.59,NaN,1,750962,657470,382052,0.743,1.54,42.93,233.95,405.23,9.48
29-10-2018,1446,192.03,63.99,0.48,NaN,1,750962,657470,382052,0.743,3.87,50.7,289.06,473.46,8.94
30-10-2018,1455,148.32,63.06,0.54,NaN,1,750962,657470,382052,0.743,2.81,56.64,263.43,479.66,6.97
31-10-2018,2924,143.76,66.5,0.53,NaN,1,750962,657470,382052,0.743,2.96,48.16,231.85,422.71,5.77
01-11-2018,3668,121.21,64.73,0.65,NaN,1,750962,657470,382052,0.743,2.97,53.59,226.27,404.82,6.99
02-11-2018,3795,110.6,55.75,0.88,NaN,1,750962,657470,382052,0.743,2.44,55.87,210.42,368.08,5.69
03-11-2018,1188,105.22,58.78,1.42,NaN,1,750962,657470,382052,0.743,1.1,55.29,170.43,305.51,6.11
04-11-2018,998,196.74,56.48,1.07,NaN,1,750962,657470,382052,0.743,0.77,53.31,101.39,173.72,5.2
05-11-2018,3148,267.02,68.1,0.84,NaN,1,750962,657470,382052,0.743,1.36,82.04,351.61,493.06,6.24
06-11-2018,3356,275.68,42.62,0.79,NaN,1,750962,657470,382052,0.743,1,59.08,183.1,326.03,4.31
07-11-2018,4518,240.5,39.98,0.75,NaN,1,750962,657470,382052,0.743,1.79,51.19,230.82,345.52,12.19
08-11-2018,4828,143.01,55.28,0.41,NaN,1,750962,657470,382052,0.743,2.42,65.61,399.5,565,14.33
09-11-2018,2195,152.62,63.16,0.45,NaN,1,750962,657470,382052,0.743,2.7,68.5,298.17,376.55,8.36
10-11-2018,1833,148.15,69.5,0.53,NaN,1,750962,657470,382052,0.743,3.11,88.41,321.36,569.37,6.65
11-11-2018,1610,153.85,61.84,0.49,NaN,1,750962,657470,382052,0.743,2.79,99.33,226.64,424.85,6.99
12-11-2018,1403,106.49,67.04,0.62,NaN,1,750962,657470,382052,0.743,2.42,145.14,291.08,498.43,7.29
13-11-2018,1713,121.47,67.94,0.78,NaN,1,750962,657470,382052,0.743,2.16,134.98,254.06,420.92,5.36
14-11-2018,969,134.54,71.62,0.93,NaN,1,750962,657470,382052,0.743,2.04,89.18,129.69,215.14,5.48
