DATE,FIRECOUNT,WD,RH,BP,SR,WS,AT,CONST,PM10,NO2,PM25,CO,SO2,GSDP,GSVA,GSDP_CAP,HDI
25-11-2017,602,220.39,41.76,NaN,98.01,0.65,12.12,1,224.88,80.19,141.5,2.81,7.45,677900,586900,351663,0.74
26-11-2017,477,289.17,57.58,912.7,95.89,0.77,15.71,1,342.58,124.82,268.31,3.11,17.62,677900,586900,351663,0.74
27-11-2017,230,266.59,56.07,736.38,94.16,0.82,13.53,1,306.08,84.65,200.71,1.35,12.03,677900,586900,351663,0.74
28-11-2017,135,271.57,51.94,736.04,98.75,0.74,14.69,1,243.17,107.96,145.5,1.23,15.29,677900,586900,351663,0.74
29-11-2017,165,219.47,57.2,736.43,89.7,0.54,14.73,1,323.62,116.81,185.91,2.8,13.48,677900,586900,351663,0.74
30-11-2017,142,249.04,60.5,736.47,87.11,0.6,14.25,1,268.17,91.34,226.21,2.35,13.84,677900,586900,351663,0.74
01-12-2017,124,250.39,57.74,736.28,89.35,0.62,12.89,1,331.79,83.98,198.46,1.73,13.3,677900,586900,351663,0.74
02-12-2017,80,245.09,56.42,736.26,75.02,0.47,11.99,1,286.33,108.54,188.21,3.95,14.15,677900,586900,351663,0.74
03-12-2017,23,237.04,61.23,736.45,67.34,0.48,11.64,1,360.08,116.25,239.5,3.78,14.59,677900,586900,351663,0.74
04-12-2017,19,255.55,61.88,736.41,68.84,0.49,12.66,1,406.12,107.37,267.42,3.47,15.06,677900,586900,351663,0.74
05-12-2017,21,259.5,59.19,736.35,59.24,0.68,15.47,1,348.71,98.47,224.96,2.61,13.6,677900,586900,351663,0.74
06-12-2017,40,202.49,29.05,NaN,70.18,0.93,12.87,1,227.63,75.09,122.93,1.9,21.56,677900,586900,351663,0.74
07-12-2017,105,252.71,31.31,735.77,90.31,1.43,16.52,1,182.5,57.94,85.92,1.74,11.93,677900,586900,351663,0.74
08-12-2017,76,253.51,38.49,735.94,88.76,1.29,14.74,1,217.62,73.03,112.46,2.54,15.44,677900,586900,351663,0.74
09-12-2017,50,265.45,52.95,736.2,87.53,0.63,12.72,1,293.08,85.82,168.12,3.21,24.43,677900,586900,351663,0.74
10-12-2017,21,235.8,59.1,736.37,76.31,0.5,12.42,1,377,109.51,236.46,4.03,40.48,677900,586900,351663,0.74
11-12-2017,1,187.36,68.64,736.61,47.41,0.72,12.78,1,362.58,118.86,242.92,3.87,48.72,677900,586900,351663,0.74
12-12-2017,1,213.85,81.81,736.91,71.82,0.93,13.7,1,154.96,65.78,120.58,2.91,24.39,677900,586900,351663,0.74
13-12-2017,0,255.15,78.33,736.74,84.51,0.82,12.69,1,203.96,57.13,145.71,2.06,18.36,677900,586900,351663,0.74
14-12-2017,2,241.17,78.28,736.75,88.4,1.4,10.71,1,219.6,53.44,136.17,2.22,17.21,677900,586900,351663,0.74
15-12-2017,0,250.84,75.25,736.66,123.96,1.5,9.68,1,232.47,51.52,135.12,1.99,16.81,677900,586900,351663,0.74
16-12-2017,18,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,677900,586900,351663,0.74
17-12-2017,58,240.57,42.24,736,151.78,2.08,15.67,1,188.76,62.31,106.38,2,16.02,677900,586900,351663,0.74
18-12-2017,60,247.18,48.14,736,100.52,1.61,14.22,1,233.21,66.21,133.96,2.77,17.43,677900,586900,351663,0.74
19-12-2017,27,243.24,57.96,736.18,86.88,1.05,12.56,1,283.46,74.89,183.04,3.04,22.64,677900,586900,351663,0.74
20-12-2017,11,166.57,50.51,NaN,54.55,0.48,10.51,1,358.96,83.71,256.94,3.64,30.34,677900,586900,351663,0.74
21-12-2017,9,252.94,67.65,736.47,78.73,0.83,14.86,1,438.12,82.13,301.83,2.24,28.23,677900,586900,351663,0.74
22-12-2017,42,248.36,56.56,736.39,92.02,1.36,15.13,1,259.08,71.72,165.67,2.14,22.3,677900,586900,351663,0.74
23-12-2017,54,247.59,52.88,736.09,98.76,1.29,13.84,1,191.62,66.78,112.88,2.56,21.36,677900,586900,351663,0.74
24-12-2017,19,233.64,65.03,736.55,85.68,0.61,10.89,1,293.62,82,197.46,3.77,32.65,677900,586900,351663,0.74
25-12-2017,33,257.77,69.38,736.62,84.54,0.81,10.79,1,375.75,64.97,268.29,2.49,38.6,677900,586900,351663,0.74
26-12-2017,10,242.33,66.89,705.92,85.99,0.7,10.49,1,341.6,66.23,227.25,2.24,28.52,677900,586900,351663,0.74
27-12-2017,8,255.67,65.4,736.52,90.31,0.66,11.76,1,323.62,73.71,214.92,2.13,37.48,677900,586900,351663,0.74
28-12-2017,53,249.12,64.29,736.55,84.15,0.74,11.78,1,380.96,78.48,251.17,3.29,39,677900,586900,351663,0.74
29-12-2017,29,248.43,66.11,736.57,81.79,0.64,11.26,1,362.71,83.01,242.38,3.34,16.55,677900,586900,351663,0.74
30-12-2017,9,252.47,71.42,736.65,73.66,0.59,10.61,1,419.25,83.58,294.5,4.45,17.16,677900,586900,351663,0.74
31-12-2017,6,239.69,71.52,736.66,85.02,0.57,10.07,1,454.34,59.03,339.54,5.08,19.89,677900,586900,351663,0.74
01-09-2018,0,163.16,92.78,749.34,NaN,0.74,NaN,1,109.57,33.25,41.75,1.01,10.93,750962,657470,382052,0.743
02-09-2018,0,139.22,97.39,749.26,NaN,0.85,NaN,1,75.98,NaN,47,NaN,NaN,750962,657470,382052,0.743
03-09-2018,0,103.34,97.62,749.38,NaN,0.58,NaN,1,83.57,NaN,NaN,NaN,NaN,750962,657470,382052,0.743
04-09-2018,1,174.58,95.18,749.74,NaN,0.58,NaN,1,101.48,44.06,45.08,0.76,14.03,750962,657470,382052,0.743
05-09-2018,0,222.38,87.47,749.26,NaN,0.8,NaN,1,89.36,20.71,34.11,0.97,13.6,750962,657470,382052,0.743
06-09-2018,0,252.93,81.18,748.78,NaN,0.99,NaN,1,120.68,19.95,35.65,0.29,12.82,750962,657470,382052,0.743
07-09-2018,2,131.71,86.21,750.02,NaN,0.69,NaN,1,87.03,41.03,27.78,0.54,12.04,750962,657470,382052,0.743
08-09-2018,2,62.17,84.28,750.11,NaN,1.25,NaN,1,84.72,30.97,26.78,0.25,11.88,750962,657470,382052,0.743
09-09-2018,3,138.65,81.13,750.98,NaN,1.42,NaN,1,65.36,27.35,16.72,0.19,11.56,750962,657470,382052,0.743
10-09-2018,1,170.02,82.43,751.96,NaN,0.79,NaN,1,88.25,30.85,31.6,0.24,11.25,750962,657470,382052,0.743
11-09-2018,1,258.14,77.6,751.46,NaN,1.22,NaN,1,75.65,22.44,22.05,0.24,11.5,750962,657470,382052,0.743
12-09-2018,4,259.66,72.54,749.71,NaN,1.89,NaN,1,98.33,20.06,22.59,0.26,10.96,750962,657470,382052,0.743
13-09-2018,3,258.29,64.95,749.64,NaN,1.81,NaN,1,99.29,19.96,23.89,0.23,10.5,750962,657470,382052,0.743
14-09-2018,3,257.15,64.96,751.19,NaN,1.08,NaN,1,99.91,20.32,29.47,0.4,12.88,750962,657470,382052,0.743
15-09-2018,11,246.24,61.37,752.32,NaN,0.98,NaN,1,82.8,21.68,31.48,1.19,8.22,750962,657470,382052,0.743
16-09-2018,6,239.65,64.42,751.46,NaN,0.92,NaN,1,80.42,23.44,32.67,0.81,5.27,750962,657470,382052,0.743
17-09-2018,4,269.27,67.01,750.8,NaN,0.66,NaN,1,110.42,24.96,47.77,0.71,5.37,750962,657470,382052,0.743
18-09-2018,4,244.94,61.36,750.86,NaN,0.83,NaN,1,120.34,31.3,48.59,1.06,6.01,750962,657470,382052,0.743
19-09-2018,7,230.59,60.58,750.81,NaN,0.69,NaN,1,115.11,30.41,51.56,0.7,6.32,750962,657470,382052,0.743
20-09-2018,23,100.15,61.26,750.99,NaN,0.79,NaN,1,128.17,35.27,69.46,1.18,5.53,750962,657470,382052,0.743
21-09-2018,41,121.73,66.64,752.66,NaN,1.5,NaN,1,66.89,31.13,32.62,0.72,5.74,750962,657470,382052,0.743
22-09-2018,0,82.35,91.86,752.95,NaN,1.67,NaN,1,38.91,30.12,21.64,0.7,6.23,750962,657470,382052,0.743
23-09-2018,0,118.52,91.73,752.64,NaN,1.91,NaN,1,41.35,30.96,26.61,1.35,7.78,750962,657470,382052,0.743
24-09-2018,1,177.52,97.6,751.52,NaN,1.39,NaN,1,28.24,27.2,15.72,0.65,6.79,750962,657470,382052,0.743
25-09-2018,2,265.53,95.91,752.52,NaN,0.78,NaN,1,31.7,27.25,21.28,1.42,7.36,750962,657470,382052,0.743
26-09-2018,1,249.67,84.1,752.28,NaN,0.74,NaN,1,59.91,24.16,33.15,1.65,7.11,750962,657470,382052,0.743
27-09-2018,3,176.39,80.68,752.71,NaN,0.55,NaN,1,104.93,19.54,65.02,1.7,6.85,750962,657470,382052,0.743
28-09-2018,1,189.24,70.66,753.12,NaN,0.58,NaN,1,102.45,19.12,56.49,0.86,6.43,750962,657470,382052,0.743
29-09-2018,6,232.75,68.77,753.54,NaN,0.66,NaN,1,124.86,26.39,64.42,0.66,6.31,750962,657470,382052,0.743
30-09-2018,14,253.1,69.51,753.23,NaN,0.63,NaN,1,78.92,17.61,44.58,0.65,6.04,750962,657470,382052,0.743
01-10-2018,23,206.78,67.19,753.04,NaN,0.52,NaN,1,98.41,23.95,48.04,0.62,5.82,750962,657470,382052,0.743
02-10-2018,29,198.63,66.12,753.46,NaN,0.62,NaN,1,91.12,33.63,40.02,0.67,5.64,750962,657470,382052,0.743
03-10-2018,7,172.63,55.92,752.93,NaN,0.5,NaN,1,94.11,36.06,43.61,0.72,6.99,750962,657470,382052,0.743
04-10-2018,51,132.23,63.6,754.04,NaN,0.71,NaN,1,140.39,41.8,79.98,0.83,6.29,750962,657470,382052,0.743
05-10-2018,80,112.31,62.08,754.78,NaN,0.71,NaN,1,166.56,40.37,99.06,0.74,5.22,750962,657470,382052,0.743
06-10-2018,146,215.35,57.99,754.59,NaN,0.59,NaN,1,118.24,31.54,75.38,0.61,6.12,750962,657470,382052,0.743
07-10-2018,260,163.2,54.92,754.29,NaN,0.57,NaN,1,135.09,37.57,71.95,0.59,6.08,750962,657470,382052,0.743
08-10-2018,68,121.28,52.98,753.21,NaN,0.62,NaN,1,172.66,46.79,105.86,0.96,6.44,750962,657470,382052,0.743
09-10-2018,91,134.48,52.82,752.53,NaN,0.98,NaN,1,170.22,52.08,90.55,1.16,7.53,750962,657470,382052,0.743
10-10-2018,52,132.1,63.95,752.93,NaN,1.24,NaN,1,164.28,49.37,89.09,1.13,5.22,750962,657470,382052,0.743
11-10-2018,103,117.57,62.75,754.29,NaN,1.38,NaN,1,149.57,43,63.25,0.41,5.37,750962,657470,382052,0.743
12-10-2018,194,77.71,53.18,755.64,NaN,0.83,NaN,1,127.16,42.88,68.94,0.71,6.27,750962,657470,382052,0.743
13-10-2018,198,222.11,54.79,755.84,NaN,0.57,NaN,1,192.24,44.99,136.71,0.65,5.72,750962,657470,382052,0.743
14-10-2018,203,228.15,53.56,755.25,NaN,0.78,NaN,1,146.52,39.69,87.36,0.65,6.47,750962,657470,382052,0.743
15-10-2018,197,157.29,52.94,754.6,NaN,0.69,NaN,1,191.02,48.65,115.52,1.03,7.18,750962,657470,382052,0.743
16-10-2018,269,152.58,56.19,753.59,NaN,0.57,NaN,1,220.97,58.8,141.41,1.56,7.36,750962,657470,382052,0.743
17-10-2018,527,160.85,48.81,752.66,NaN,0.62,NaN,1,190.61,49.03,113.23,1.48,7.02,750962,657470,382052,0.743
18-10-2018,508,142.24,54.59,752.32,NaN,0.79,NaN,1,208.03,53.98,132.03,1.67,7.2,750962,657470,382052,0.743
19-10-2018,433,152.22,53.45,753.46,NaN,0.56,NaN,1,206.95,52.96,130.78,0.76,5.75,750962,657470,382052,0.743
20-10-2018,651,146.71,44.38,755,NaN,0.54,NaN,1,207.25,58.74,138.16,0.83,8.35,750962,657470,382052,0.743
21-10-2018,832,166.49,43.1,755.45,NaN,0.61,NaN,1,180.38,54.38,125.07,0.77,8.22,750962,657470,382052,0.743
22-10-2018,762,234.57,47.14,754.79,NaN,0.69,NaN,1,173.61,46.74,107.83,0.68,7.11,750962,657470,382052,0.743
23-10-2018,1032,193.03,46.68,754.6,NaN,0.6,NaN,1,196.06,59.86,105.13,1.23,7,750962,657470,382052,0.743
24-10-2018,965,105.21,50.44,754.52,NaN,0.66,NaN,1,238.56,78.76,153.42,1.43,6.53,750962,657470,382052,0.743
25-10-2018,1076,87.11,54.11,755.4,NaN,0.7,NaN,1,273.85,86.75,170.28,1.68,8.03,750962,657470,382052,0.743
26-10-2018,1425,111.42,59.14,756.71,NaN,0.5,NaN,1,271.71,69.47,178.43,1.78,8.16,750962,657470,382052,0.743
27-10-2018,2063,153.07,62.01,756.86,NaN,0.52,NaN,1,272.28,75.16,181.3,1.63,5.76,750962,657470,382052,0.743
28-10-2018,3174,195.44,62.54,756.57,NaN,0.59,NaN,1,280.5,56.91,200.96,1.63,6.43,750962,657470,382052,0.743
29-10-2018,1446,192.03,63.99,756.05,NaN,0.48,NaN,1,336.4,58,237.01,1.87,5.81,750962,657470,382052,0.743
30-10-2018,1455,148.32,63.06,755.95,NaN,0.54,NaN,1,338.9,69.6,250.23,2.16,5.54,750962,657470,382052,0.743
31-10-2018,2924,143.76,66.5,756.25,NaN,0.53,NaN,1,272.12,65.06,192.95,2.85,6.58,750962,657470,382052,0.743
01-11-2018,3668,121.21,64.73,755.51,NaN,0.65,NaN,1,285.94,74.3,203.27,2.41,5.72,750962,657470,382052,0.743
02-11-2018,3795,110.6,55.75,754.41,NaN,0.88,NaN,1,289.7,75.07,198.11,2.23,6.13,750962,657470,382052,0.743
03-11-2018,1188,105.22,58.78,753.62,NaN,1.42,NaN,1,247.44,61.11,153.12,1.76,4.67,750962,657470,382052,0.743
04-11-2018,998,196.74,56.48,754.83,NaN,1.07,NaN,1,152.42,45.87,99.97,1.68,5.7,750962,657470,382052,0.743
05-11-2018,3148,267.02,68.1,755.3,NaN,0.84,NaN,1,466.27,50.4,389.68,2.49,4.26,750962,657470,382052,0.743
06-11-2018,3356,275.68,42.62,755.55,NaN,0.79,NaN,1,340.14,48.75,173.67,2.32,3.65,750962,657470,382052,0.743
07-11-2018,4518,240.5,39.98,755.94,NaN,0.75,NaN,1,216.74,48.76,164.98,2.39,3.85,750962,657470,382052,0.743
08-11-2018,4828,143.01,55.28,756.06,NaN,0.41,NaN,1,281.46,72.9,412.85,3.51,5.02,750962,657470,382052,0.743
09-11-2018,2195,152.62,63.16,754.91,NaN,0.45,NaN,1,362.87,75.78,318.65,3.67,4.83,750962,657470,382052,0.743
10-11-2018,1833,148.15,69.5,755.39,NaN,0.53,NaN,1,309.85,91.43,260.57,3.24,4.28,750962,657470,382052,0.743
11-11-2018,1610,153.85,61.84,755.56,NaN,0.49,NaN,1,317.29,79.48,250.02,3.41,4.58,750962,657470,382052,0.743
12-11-2018,1403,106.49,67.04,754.25,NaN,0.62,NaN,1,365.98,80.43,271.96,3.87,4.19,750962,657470,382052,0.743
13-11-2018,1713,121.47,67.94,752.81,NaN,0.78,NaN,1,319.08,74.51,252.58,3.23,3.26,750962,657470,382052,0.743
14-11-2018,969,134.54,71.62,753.35,NaN,0.93,NaN,1,170.77,67.73,129.6,2.8,2.76,750962,657470,382052,0.743
15-11-2018,1638,197.15,71.24,755.63,NaN,0.75,NaN,1,141.38,57.86,101.42,2.27,2.95,750962,657470,382052,0.743
16-11-2018,1476,273,56.23,755.15,NaN,1.06,NaN,1,167.17,57.65,129.32,2.21,3.46,750962,657470,382052,0.743
17-11-2018,1192,247.82,56.24,754.16,NaN,0.7,NaN,1,180,47.3,134.52,2.67,4.19,750962,657470,382052,0.743
18-11-2018,1760,145.28,59.61,754.7,NaN,0.81,NaN,1,194.69,70.55,144.69,2.67,4.35,750962,657470,382052,0.743
19-11-2018,931,127.29,56.48,755.91,NaN,1.22,NaN,1,250.94,81.59,184.9,2.68,3.93,750962,657470,382052,0.743
20-11-2018,378,215.54,57.16,756.28,NaN,0.55,NaN,1,283.92,58.17,222.8,2.61,3.31,750962,657470,382052,0.743
21-11-2018,598,219.91,56.54,756.66,NaN,0.67,NaN,1,258.21,48.41,198.73,1.31,4.39,750962,657470,382052,0.743
22-11-2018,446,164.65,48.75,757.07,NaN,0.47,NaN,1,179.19,89.65,110.49,1.64,5.46,750962,657470,382052,0.743
23-11-2018,528,233.69,48.51,757.95,NaN,0.64,NaN,1,260.29,65.18,186.96,1.69,4.07,750962,657470,382052,0.743
24-11-2018,308,250.55,47.71,756.98,NaN,1.06,NaN,1,166.11,52.45,99.44,1.16,4.82,750962,657470,382052,0.743
25-11-2018,168,219.64,51.86,756.84,NaN,0.61,NaN,1,188.73,52.02,124.32,1.75,5.02,750962,657470,382052,0.743
26-11-2018,99,204.15,66.18,756.56,NaN,0.58,NaN,1,271.62,75.12,199.33,1.56,5.33,750962,657470,382052,0.743
27-11-2018,1,161.57,54.91,757.51,NaN,0.72,NaN,1,207.95,70.09,145.22,1.93,6.23,750962,657470,382052,0.743
28-11-2018,93,149.95,66.17,757.73,NaN,0.52,NaN,1,227.55,60.01,168,2.57,5.04,750962,657470,382052,0.743
29-11-2018,57,205.33,70.95,758.07,NaN,0.57,NaN,1,263.4,63.54,194.17,1.88,4.08,750962,657470,382052,0.743
30-11-2018,59,226.62,63.82,757.78,NaN,0.61,NaN,1,267.62,55.82,198.27,1.7,3.81,750962,657470,382052,0.743
01-12-2018,21,217.95,59.16,756.09,NaN,0.78,NaN,1,192.01,52.82,130.33,1.25,3.21,750962,657470,382052,0.743
02-12-2018,44,186.99,55.76,755.56,NaN,0.52,NaN,1,178.74,57.37,125.75,2.08,4.23,750962,657470,382052,0.743
03-12-2018,26,181.64,60.56,756.14,NaN,0.57,NaN,1,224.48,57.65,158.54,1.86,4.69,750962,657470,382052,0.743
04-12-2018,19,186.29,65.41,757.34,NaN,0.54,NaN,1,251.56,57.22,186.6,3.39,5.43,750962,657470,382052,0.743
05-12-2018,27,193.55,66.94,755.54,NaN,0.72,NaN,1,245.55,68.18,178.76,2.27,4.36,750962,657470,382052,0.743
06-12-2018,19,174.8,66.95,755.33,NaN,0.46,NaN,1,273.54,74.05,140.03,2.36,5.5,750962,657470,382052,0.743
07-12-2018,15,215.42,66.54,755.88,NaN,0.54,NaN,1,245.31,54.37,181.31,1.62,3.93,750962,657470,382052,0.743
08-12-2018,16,177.49,79.19,756.71,NaN,0.59,NaN,1,230.03,64.96,178.77,2.04,6.16,750962,657470,382052,0.743
09-12-2018,28,147.94,54.98,755.56,NaN,0.54,NaN,1,255.82,87.83,201.71,2.16,5.38,750962,657470,382052,0.743
10-12-2018,12,127.78,65.37,755.4,NaN,0.81,NaN,1,361.15,95.66,294.91,2.51,4.39,750962,657470,382052,0.743
11-12-2018,10,141.89,69.62,756.05,NaN,0.66,NaN,1,308.78,83.07,251.62,2.07,3.53,750962,657470,382052,0.743
12-12-2018,0,116.13,68.8,756.86,NaN,0.97,NaN,1,249.36,44.71,204.05,1.59,4.01,750962,657470,382052,0.743
13-12-2018,10,200.13,71.49,758.99,NaN,0.93,NaN,1,116.07,37.32,83.82,1.06,4.7,750962,657470,382052,0.743
14-12-2018,19,277.14,72.18,760.42,NaN,0.77,NaN,1,133.4,49.78,102.34,1.17,3.53,750962,657470,382052,0.743
15-12-2018,32,273.37,67.79,760.13,NaN,0.91,NaN,1,161.91,50.76,124.49,1.2,3.53,750962,657470,382052,0.743
16-12-2018,25,226.89,63.03,760.34,NaN,0.71,NaN,1,183.57,32.23,148.89,1.52,4.47,750962,657470,382052,0.743
17-12-2018,23,212.41,60.22,759.44,NaN,0.63,NaN,1,218.82,30.67,175.55,1.7,4.49,750962,657470,382052,0.743
18-12-2018,22,246.01,57.18,758.35,NaN,0.7,NaN,1,240.6,35.02,198.17,1.72,5.05,750962,657470,382052,0.743
19-12-2018,27,222.21,60.15,757.74,NaN,0.66,NaN,1,223.77,38.92,176.74,1.49,4.45,750962,657470,382052,0.743
20-12-2018,43,191.7,64.01,757.99,NaN,0.52,NaN,1,294.82,102.38,240.36,2.03,4.6,750962,657470,382052,0.743
21-12-2018,26,209.28,67.39,757.27,NaN,0.64,NaN,1,295.71,165.88,250.29,2.3,3.83,750962,657470,382052,0.743
22-12-2018,26,153.99,68.98,757.49,NaN,0.54,NaN,1,370.34,215.4,307.94,1.58,3.38,750962,657470,382052,0.743
23-12-2018,21,138.63,72.44,757.89,NaN,0.67,NaN,1,438.99,249.02,387.41,2.95,5.61,750962,657470,382052,0.743
24-12-2018,21,180.52,72.77,757.41,NaN,0.53,NaN,1,379.61,157.15,325.42,1.96,4.07,750962,657470,382052,0.743
25-12-2018,27,255.81,72.79,757.09,NaN,0.74,NaN,1,294.27,180.79,255.97,1.27,3.21,750962,657470,382052,0.743
26-12-2018,52,220.68,66.37,756.14,NaN,0.66,NaN,1,265.24,168.81,217.17,1.2,4.02,750962,657470,382052,0.743
27-12-2018,36,196.72,59.61,756.81,NaN,0.66,NaN,1,298.33,201.93,251.42,1.76,5.83,750962,657470,382052,0.743
28-12-2018,15,251.11,67.21,757.17,NaN,0.83,NaN,1,287.08,193.9,251.16,1.3,3.88,750962,657470,382052,0.743
29-12-2018,23,226.45,63.84,758.54,NaN,0.72,NaN,1,299.04,151.17,255.52,1.76,3.69,750962,657470,382052,0.743
30-12-2018,20,180.99,63.22,759.83,NaN,0.58,NaN,1,383.41,161.49,328.11,1.56,4.9,750962,657470,382052,0.743
31-12-2018,56,116.17,74.12,760.32,NaN,0.46,NaN,1,385.1,172.46,337.89,0.71,3.44,750962,657470,382052,0.743
01-09-2019,1,153.88,76.43,972.79,87.24,1.12,27.71,1,92.52,43.75,34.83,0.93,2.7,830872,736717,414710,0.746
02-09-2019,4,222.78,68.96,972.57,115.76,0.79,29.88,1,121.98,39.17,55.28,0.86,3.97,830872,736717,414710,0.746
03-09-2019,3,261.98,71.61,972.65,88.31,0.61,29.74,1,135.09,36.2,67.07,0.89,3.51,830872,736717,414710,0.746
04-09-2019,0,183.44,72.99,972.68,87.18,1.06,29.67,1,158.38,49.45,82.32,0.98,3.84,830872,736717,414710,0.746
05-09-2019,2,118.9,69.54,972.58,102.77,1.33,30.03,1,98,45.43,31.48,0.86,3.76,830872,736717,414710,0.746
06-09-2019,3,141.26,67.12,972.51,122.53,1.33,30.56,1,102.17,46.99,30.77,0.78,4.41,830872,736717,414710,0.746
07-09-2019,1,146.08,72.39,972.68,115.55,1.43,29.07,1,88.19,43.78,22.29,0.78,4.18,830872,736717,414710,0.746
08-09-2019,2,208.31,68.81,972.57,115.17,0.93,30.04,1,95.57,32.04,17.3,0.87,3.57,830872,736717,414710,0.746
09-09-2019,5,266.93,66.94,972.52,113.69,0.79,30.35,1,133.86,34.36,51.42,0.91,3.63,830872,736717,414710,0.746
10-09-2019,5,261.07,64.97,972.46,51.31,0.7,30.33,1,124.83,37.91,56.38,0.88,3.74,830872,736717,414710,0.746
11-09-2019,7,230.24,64.83,972.48,122.21,0.7,31,1,167.38,49.44,78.85,1.03,4.41,830872,736717,414710,0.746
12-09-2019,3,130.9,66.93,972.51,64.04,1.56,30.99,1,132.1,48.69,56.84,0.84,5.5,830872,736717,414710,0.746
13-09-2019,11,121.92,64.42,972.43,7.69,1.44,30.97,1,99.1,42.04,33.26,0.83,5.42,830872,736717,414710,0.746
14-09-2019,6,132.73,64.89,972.45,9.43,1.69,30.17,1,83.58,35.12,27.22,0.79,4.37,830872,736717,414710,0.746
15-09-2019,11,179.61,75.99,972.78,79.13,1.02,27.88,1,92.21,30.86,40.65,0.91,4.05,830872,736717,414710,0.746
16-09-2019,5,260.92,71.25,972.63,106.18,0.67,29.14,1,124.07,30.43,56.12,1,4.66,830872,736717,414710,0.746
17-09-2019,38,233.26,67.98,972.54,92.55,0.77,29.17,1,127.73,35.84,56.34,0.99,4.3,830872,736717,414710,0.746
18-09-2019,35,133.54,62.49,972.45,131.23,1.65,29.02,1,106.83,35.84,36.64,0.72,4.98,830872,736717,414710,0.746
19-09-2019,1,120.92,67.53,972.53,35.38,1.9,27.18,1,76.28,27.23,20.97,0.76,4.24,830872,736717,414710,0.746
20-09-2019,4,182.07,67.81,972.54,24.09,1.03,27.61,1,88.79,26.91,31.9,0.81,4.77,830872,736717,414710,0.746
21-09-2019,46,207.4,72.91,972.78,54.79,0.91,26.84,1,88.28,21.7,32.96,0.8,4.98,830872,736717,414710,0.746
22-09-2019,56,163.21,78.13,972.84,94.42,1.25,24.35,1,74.69,22.6,21.93,0.73,4.67,830872,736717,414710,0.746
23-09-2019,73,159.55,70.76,972.63,98.53,1.14,26.11,1,103.01,25.54,37.02,0.8,3.96,830872,736717,414710,0.746
24-09-2019,90,188.75,70.18,972.61,109.71,1.04,26.39,1,106.32,26.36,36.3,0.91,4.67,830872,736717,414710,0.746
25-09-2019,44,151.14,67.89,972.54,115.31,1.24,27.24,1,108.48,23.91,33.98,0.77,5.84,830872,736717,414710,0.746
