DATE,FIRECOUNT,WD,RH,WS,AT,GSDP,GSVA,GSDP_CAP,HDI,PM10,PM25,CO,NO2,SO2
11-12-2021,28,252.49,67.39,0.69,15.23,923967,NaN,401982,NaN,353.48,142.23,2.43,113.39,22.17
12-12-2021,34,244.37,68.6,0.46,14.63,923967,NaN,401982,NaN,411.18,185.89,2.64,126.67,20.94
13-12-2021,39,229.58,73.58,0.47,13.93,923967,NaN,401982,NaN,525.47,305.08,2.05,109.94,26.28
14-12-2021,13,223.61,74.61,0.45,14.55,923967,NaN,401982,NaN,454.57,273.65,2.46,91.72,24.36
15-12-2021,25,258.91,69.87,0.69,14.8,923967,NaN,401982,NaN,391.43,240.74,2.16,67.97,24.81
16-12-2021,13,242.42,66.33,0.66,15.22,923967,NaN,401982,NaN,407.67,260.45,2.5,118.72,42.57
17-12-2021,13,270.21,57.1,1.71,15.33,923967,NaN,401982,NaN,337.24,170.52,1.35,101.72,40
18-12-2021,38,243.34,66.44,1.34,12.19,923967,NaN,401982,NaN,320.7,174.01,3,92.47,23.49
19-12-2021,33,240.6,61.65,0.96,12.04,923967,NaN,401982,NaN,337.25,178.54,2.98,130.61,23.24
20-12-2021,11,257.51,66.07,0.72,11.53,923967,NaN,401982,NaN,415.77,247.22,2.27,117.48,22.53
21-12-2021,36,249.42,65.98,0.58,12.51,923967,NaN,401982,NaN,621.73,426.39,2.73,79.28,24.16
22-12-2021,34,258.13,67.04,0.51,13.36,923967,NaN,401982,NaN,676.77,490.64,1.31,140.73,26.93
23-12-2021,30,226.65,71.87,0.58,13.85,923967,NaN,401982,NaN,668.75,479.32,2.65,122.96,27.25
24-12-2021,18,209.44,74.99,0.53,14.32,923967,NaN,401982,NaN,546.71,379.05,2.89,103.3,25.12
25-12-2021,5,233.61,76.95,0.34,14.98,923967,NaN,401982,NaN,607.17,437.6,2.5,110.85,30.85
26-12-2021,1,207.12,80.29,0.44,16.23,923967,NaN,401982,NaN,587.9,495.98,NaN,82.29,20.23
27-12-2021,23,252.86,74.91,0.42,15.95,923967,NaN,401982,NaN,240.36,128.13,NaN,61.91,27.59
28-12-2021,22,233.72,81.4,0.33,14.77,923967,NaN,401982,NaN,291.53,187.44,NaN,76.38,24.16
29-12-2021,23,259.52,73.1,0.68,13.97,923967,NaN,401982,NaN,364.65,207.57,NaN,75.54,21.49
30-12-2021,6,257.69,68.81,0.47,11.47,923967,NaN,401982,NaN,564.68,250.75,NaN,82.37,16.54
31-12-2021,14,246.32,68.61,0.67,11.69,923967,NaN,401982,NaN,594.1,277.95,NaN,82.34,20.33
