DATE,FIRECOUNT,WD,RH,WS,AT,CONST,GSDP,GSVA,GSDP_CAP,HDI,PM10,NO2,PM25,SO2,CO
23-11-2021,189,221.3,60.12,0.68,17.7,1,923967,NaN,401982,NaN,335.39,64.41,100.88,2.01,8.99
24-11-2021,143,236.38,69.09,0.37,18.02,1,923967,NaN,401982,NaN,472.57,62.72,150,3,8.34
25-11-2021,114,204.6,73.94,0.4,18.04,1,923967,NaN,401982,NaN,505.99,91.31,184.94,4.33,8.78
26-11-2021,124,242.88,73.91,0.34,18.42,1,923967,NaN,401982,NaN,632.32,81.24,180.33,4.07,12.83
27-11-2021,96,210.78,75.45,0.46,18.2,1,923967,NaN,401982,NaN,509.28,64.56,166.32,2.58,8.52
28-11-2021,26,223.57,77.83,0.38,18.8,1,923967,NaN,401982,NaN,509.02,63.97,152.77,1.86,5.01
29-11-2021,45,256.78,72.08,0.64,18.04,1,923967,NaN,401982,NaN,405.61,51.75,136.43,1.84,6.27
30-11-2021,39,263.69,67.35,0.7,18.5,1,923967,NaN,401982,NaN,324.18,57.84,97.68,1.39,3.8
01-12-2021,2,238.57,75.85,0.32,17.86,1,923967,NaN,401982,NaN,509.78,67.49,121.36,1.97,4.89
02-12-2021,7,238.41,81.03,0.4,17.6,1,923967,NaN,401982,NaN,574.8,57.06,127.13,1.51,3.9
03-12-2021,23,256.46,77.79,0.61,18.44,1,923967,NaN,401982,NaN,480.37,55.53,151.89,1.87,6.54
04-12-2021,37,253.43,72.78,0.5,18.69,1,923967,NaN,401982,NaN,362.13,50.81,111.36,2.12,6.54
05-12-2021,10,223.61,75.82,0.38,19.02,1,923967,NaN,401982,NaN,363.71,61.79,153.62,2.4,7.98
06-12-2021,19,245.65,73.2,0.81,20.3,1,923967,NaN,401982,NaN,355.56,52.45,129.01,1.14,4.73
07-12-2021,32,257.52,69.85,0.79,18.22,1,923967,NaN,401982,NaN,397.23,47.98,122.42,1.11,6.52
08-12-2021,19,248.11,70.03,0.68,16.34,1,923967,NaN,401982,NaN,360.22,59.16,109.32,1.75,7.92
09-12-2021,11,253.92,73.07,0.42,15.99,1,923967,NaN,401982,NaN,441.93,74.35,131.14,1.91,9.74
10-12-2021,16,246.84,71.88,0.63,16.06,1,923967,NaN,401982,NaN,268.47,86.34,139.37,0.59,9.89
11-12-2021,28,252.49,67.39,0.69,15.23,1,923967,NaN,401982,NaN,249.89,76.84,117.04,0.75,8.35
12-12-2021,34,244.37,68.6,0.46,14.63,1,923967,NaN,401982,NaN,274.71,76.34,135.09,0.32,7.9
13-12-2021,39,229.58,73.58,0.47,13.93,1,923967,NaN,401982,NaN,320.4,62.5,146.68,0.32,22.31
14-12-2021,13,223.61,74.61,0.45,14.55,1,923967,NaN,401982,NaN,399.41,77.68,243.14,0.32,20.5
15-12-2021,25,258.91,69.87,0.69,14.8,1,923967,NaN,401982,NaN,399.21,81.31,159.8,0.31,9.28
16-12-2021,13,242.42,66.33,0.66,15.22,1,923967,NaN,401982,NaN,515.06,91.34,192.2,3.14,10
17-12-2021,13,270.21,57.1,1.71,15.33,1,923967,NaN,401982,NaN,352.49,79.42,113.49,2.2,8.64
18-12-2021,38,243.34,66.44,1.34,12.19,1,923967,NaN,401982,NaN,314.03,87.33,70.1,1.27,6.84
19-12-2021,33,240.6,61.65,0.96,12.04,1,923967,NaN,401982,NaN,344.25,103.16,73.06,1.39,6.57
20-12-2021,11,257.51,66.07,0.72,11.53,1,923967,NaN,401982,NaN,442.4,112.64,135.71,1.68,8.22
21-12-2021,36,249.42,65.98,0.58,12.51,1,923967,NaN,401982,NaN,546.78,58.43,172.97,3.72,11.42
22-12-2021,34,258.13,67.04,0.51,13.36,1,923967,NaN,401982,NaN,542.15,47.02,193.75,4.96,10.6
23-12-2021,30,226.65,71.87,0.58,13.85,1,923967,NaN,401982,NaN,504.03,47.07,231.42,4.65,14.72
24-12-2021,18,209.44,74.99,0.53,14.32,1,923967,NaN,401982,NaN,374.68,47.2,160.38,3.06,6.54
25-12-2021,5,233.61,76.95,0.34,14.98,1,923967,NaN,401982,NaN,653.49,48.71,268.75,4.74,11.4
26-12-2021,1,207.12,80.29,0.44,16.23,1,923967,NaN,401982,NaN,523.14,34.25,242.64,3.88,8.71
27-12-2021,23,252.86,74.91,0.42,15.95,1,923967,NaN,401982,NaN,277.19,25.76,108.87,2.19,9.89
28-12-2021,22,233.72,81.4,0.33,14.77,1,923967,NaN,401982,NaN,255.68,35.06,118.74,1.97,9.21
29-12-2021,23,259.52,73.1,0.68,13.97,1,923967,NaN,401982,NaN,249.94,25.09,97.43,2.43,6.06
30-12-2021,6,257.69,68.81,0.47,11.47,1,923967,NaN,401982,NaN,349.31,36.4,139.05,2.14,6.78
31-12-2021,14,246.32,68.61,0.67,11.69,1,923967,NaN,401982,NaN,386.67,36.77,136.24,2.95,6.78
